distribution_id,distribution_date,site,households_served,meals_served
2703,2025-04-15,Riverside Centre,78,156
2704,2025-08-20,North Hub,62,124
2705,2025-03-04,Mobile Unit,55,165
2706,2025-03-15,Mobile Unit,74,296
2707,2025-01-13,East Community Hall,39,195
2708,2025-06-21,East Community Hall,79,158
2709,2025-08-23,North Hub,42,126
2710,2025-05-12,North Hub,78,390
2711,2025-02-12,Mobile Unit,21,105
2712,2025-01-05,North Hub,14,56
2713,2025-09-01,Riverside Centre,82,328
2714,2025-05-21,North Hub,12,48
2715,2025-01-15,Riverside Centre,81,243
2716,2025-01-13,Mobile Unit,28,140
2717,2025-03-06,North Hub,25,75
2718,2025-06-28,East Community Hall,55,110
2719,2025-04-22,Riverside Centre,53,265
2720,2025-07-23,Mobile Unit,36,144
2721,2025-02-10,East Community Hall,60,120
2722,2025-03-04,Riverside Centre,43,129
2723,2025-07-24,North Hub,51,102
2724,2025-02-27,Mobile Unit,47,188
2725,2025-04-06,East Community Hall,42,84
2726,2025-04-16,Mobile Unit,40,80
2727,2025-06-29,Riverside Centre,30,60
2728,2025-01-23,North Hub,23,69
2729,2025-05-28,Riverside Centre,85,170
2730,2025-06-16,Riverside Centre,19,95
2731,2025-02-26,East Community Hall,86,258
2732,2025-01-22,North Hub,54,108
2733,2025-02-11,North Hub,35,175
2734,2025-04-18,Riverside Centre,57,228
2735,2025-05-25,North Hub,58,116
2736,2025-05-30,Riverside Centre,50,250
2737,2025-08-24,North Hub,75,375
2738,2025-07-12,Riverside Centre,53,212
2739,2025-06-17,East Community Hall,68,272
2740,2025-02-06,Riverside Centre,44,132
2741,2025-04-27,Riverside Centre,63,126
2742,2025-06-06,East Community Hall,68,340
2743,2025-03-12,East Community Hall,17,51
2744,2025-07-12,North Hub,42,168
2745,2025-08-19,Riverside Centre,60,180
2746,2025-01-18,Mobile Unit,36,144
2747,2025-08-09,Mobile Unit,81,243
2748,2025-03-13,East Community Hall,39,195
2749,2025-07-13,Riverside Centre,60,120
2750,2025-05-05,East Community Hall,23,92
2751,2025-08-24,East Community Hall,50,200
2752,2025-09-02,Riverside Centre,43,86
2753,2025-03-09,North Hub,30,60
2754,2025-04-03,East Community Hall,15,30
2755,2025-06-05,Mobile Unit,73,146
2756,2025-07-03,Riverside Centre,32,128
2757,2025-01-23,East Community Hall,21,42
2758,2025-02-19,North Hub,51,153
2759,2025-04-27,North Hub,63,189
2760,2025-05-04,Riverside Centre,46,92
2761,2025-01-12,Riverside Centre,35,70
2762,2025-01-20,Riverside Centre,25,100
2763,2025-04-05,North Hub,25,50
2764,2025-04-11,East Community Hall,50,250
2765,2025-08-28,East Community Hall,81,243
2766,2025-04-08,East Community Hall,39,156
2767,2025-06-17,Riverside Centre,33,165
2768,2025-01-29,North Hub,28,140
2769,2025-06-18,East Community Hall,80,240
2770,2025-06-09,Riverside Centre,25,100
2771,2025-07-27,North Hub,35,175
2772,2025-08-03,North Hub,78,234
2773,2025-03-16,East Community Hall,18,72
2774,2025-02-19,East Community Hall,34,102
2775,2025-06-09,East Community Hall,58,290
2776,2025-04-23,Riverside Centre,36,180
2777,2025-03-06,Mobile Unit,18,72
2778,2025-04-03,Mobile Unit,58,116
2779,2025-06-25,East Community Hall,87,174
2780,2025-02-04,East Community Hall,18,36
2781,2025-01-25,East Community Hall,62,186
2782,2025-08-27,Mobile Unit,35,105
2783,2025-06-27,North Hub,69,276
2784,2025-07-15,North Hub,12,36
2785,2025-06-06,Riverside Centre,42,168
2786,2025-08-04,Mobile Unit,32,128
2787,2025-03-19,North Hub,11,33
2788,2025-02-20,North Hub,88,264
2789,2025-03-15,Mobile Unit,27,108
2790,2025-02-09,East Community Hall,42,126
2791,2025-01-24,North Hub,46,92
2792,2025-03-09,Mobile Unit,43,86
2793,2025-06-14,East Community Hall,35,70
2794,2025-06-21,Riverside Centre,26,52
2795,2025-04-09,Mobile Unit,32,160
2796,2025-08-24,Mobile Unit,68,136
2797,2025-03-03,East Community Hall,78,156
2798,2025-08-15,East Community Hall,52,156
2799,2025-04-04,North Hub,87,348
2800,2025-01-26,North Hub,88,264
2801,2025-05-21,North Hub,79,237
2802,2025-04-12,Riverside Centre,50,250
2803,2025-04-23,East Community Hall,84,252
2804,2025-06-15,Riverside Centre,78,390
2805,2025-06-17,North Hub,85,425
2806,2025-01-24,Riverside Centre,59,295
2807,2025-01-25,Mobile Unit,24,72
2808,2025-02-28,Mobile Unit,34,170
2809,2025-08-18,North Hub,19,57
2810,2025-01-20,East Community Hall,29,145
2811,2025-02-10,North Hub,56,280
2812,2025-06-14,East Community Hall,35,70
2813,2025-04-12,Mobile Unit,64,320
2814,2025-05-30,Riverside Centre,45,225
2815,2025-08-23,Riverside Centre,39,195
2816,2025-02-02,East Community Hall,75,300
2817,2025-07-22,North Hub,76,380
2818,2025-02-17,North Hub,66,330
2819,2025-05-20,Riverside Centre,39,78
2820,2025-07-01,North Hub,17,68
2821,2025-05-16,Riverside Centre,54,216
2822,2025-08-01,East Community Hall,54,270
2823,2025-03-28,North Hub,28,56
2824,2025-08-22,Mobile Unit,82,164
2825,2025-04-18,North Hub,67,201
2826,2025-05-11,Riverside Centre,36,144
2827,2025-05-06,Mobile Unit,50,100
2828,2025-05-08,North Hub,88,176
2829,2025-07-31,North Hub,18,90
2830,2025-04-10,North Hub,12,36
2831,2025-08-24,East Community Hall,43,86
2832,2025-02-11,East Community Hall,86,430
2833,2025-08-04,North Hub,70,210
2834,2025-04-18,Mobile Unit,27,108
2835,2025-04-22,North Hub,86,258
2836,2025-04-06,Mobile Unit,32,64
2837,2025-06-28,East Community Hall,38,152
2838,2025-03-20,Riverside Centre,44,176
2839,2025-07-21,North Hub,27,54
2840,2025-04-06,North Hub,74,222
2841,2025-05-06,East Community Hall,75,150
2842,2025-02-07,East Community Hall,59,118
2843,2025-06-17,Riverside Centre,29,145
2844,2025-01-21,Riverside Centre,65,325
2845,2025-05-06,Mobile Unit,58,290
2846,2025-02-13,Riverside Centre,61,244
2847,2025-02-11,North Hub,73,365
2848,2025-07-09,North Hub,48,240
2849,2025-05-23,North Hub,73,219
2850,2025-07-23,East Community Hall,81,162
2851,2025-08-17,North Hub,54,162
2852,2025-02-28,East Community Hall,49,147
2853,2025-06-08,North Hub,22,110
2854,2025-04-14,East Community Hall,77,231
2855,2025-04-06,East Community Hall,36,144
2856,2025-05-17,Mobile Unit,46,230
2857,2025-02-13,Riverside Centre,34,68
2858,2025-01-22,Mobile Unit,47,141
2859,2025-04-28,North Hub,26,52
2860,2025-04-11,Mobile Unit,45,90
2861,2025-08-05,North Hub,67,134
2862,2025-08-11,Riverside Centre,46,230
2863,2025-04-16,Mobile Unit,83,249
2864,2025-09-04,Riverside Centre,43,215
2865,2025-07-03,East Community Hall,50,150
2866,2025-02-17,North Hub,41,123
2867,2025-04-03,North Hub,76,152
2868,2025-07-22,Riverside Centre,48,192
2869,2025-05-20,Mobile Unit,47,188
2870,2025-02-01,Riverside Centre,56,168
2871,2025-04-15,Mobile Unit,50,250
2872,2025-02-09,East Community Hall,88,440
2873,2025-05-28,Riverside Centre,56,280
2874,2025-04-13,North Hub,65,325
2875,2025-09-02,Mobile Unit,12,60
2876,2025-08-28,East Community Hall,38,76
2877,2025-08-31,North Hub,12,48
2878,2025-03-27,Mobile Unit,47,235
2879,2025-04-29,East Community Hall,67,134
2880,2025-07-26,East Community Hall,47,235
2881,2025-02-08,Riverside Centre,22,44
2882,2025-05-10,North Hub,40,200
2883,2025-03-21,Mobile Unit,70,210
2884,2025-01-20,Riverside Centre,15,30
2885,2025-07-05,Riverside Centre,75,150
2886,2025-07-23,East Community Hall,35,70
2887,2025-01-06,North Hub,79,237
2888,2025-03-05,Riverside Centre,22,44
2889,2025-03-12,East Community Hall,28,112
2890,2025-01-30,North Hub,54,270
2891,2025-05-06,Mobile Unit,72,144
2892,2025-01-19,Mobile Unit,89,267
2893,2025-02-17,East Community Hall,24,48
2894,2025-02-19,Mobile Unit,57,171
2895,2025-01-06,Mobile Unit,87,174
2896,2025-08-19,Mobile Unit,68,136
2897,2025-03-12,East Community Hall,33,165
2898,2025-04-30,North Hub,24,72
2899,2025-01-06,East Community Hall,64,256
2900,2025-04-10,East Community Hall,27,81
2901,2025-02-01,Mobile Unit,89,356
2902,2025-05-11,Mobile Unit,11,44
2903,2025-09-02,Riverside Centre,16,48
2904,2025-07-25,Mobile Unit,61,244
2905,2025-08-29,North Hub,42,210
2906,2025-07-12,Mobile Unit,64,256
2907,2025-04-22,Mobile Unit,39,156
2908,2025-08-20,North Hub,51,153
2909,2025-08-26,Riverside Centre,51,204
2910,2025-08-14,Riverside Centre,26,78
2911,2025-07-13,East Community Hall,84,336
2912,2025-05-24,Riverside Centre,18,90
2913,2025-05-17,North Hub,13,39
2914,2025-07-06,East Community Hall,30,90
2915,2025-04-30,North Hub,60,180
2916,2025-07-22,Riverside Centre,33,132
2917,2025-07-22,Mobile Unit,60,300
2918,2025-03-03,East Community Hall,31,124
2919,2025-02-23,Mobile Unit,35,70
2920,2025-07-22,East Community Hall,20,100
2921,2025-07-10,North Hub,49,147
2922,2025-05-15,East Community Hall,11,22
2923,2025-05-24,North Hub,85,425
2924,2025-01-28,East Community Hall,21,63
2925,2025-04-03,Mobile Unit,28,140
2926,2025-05-27,North Hub,49,98
2927,2025-03-06,Mobile Unit,78,156
2928,2025-04-04,North Hub,19,76
2929,2025-01-08,Mobile Unit,82,164
2930,2025-07-09,Mobile Unit,37,148
2931,2025-03-07,Riverside Centre,76,152
2932,2025-01-04,East Community Hall,78,156
2933,2025-08-26,East Community Hall,89,178
2934,2025-07-17,East Community Hall,80,240
2935,2025-01-25,Mobile Unit,61,122
2936,2025-04-16,North Hub,86,172
2937,2025-06-03,East Community Hall,30,60
2938,2025-04-19,Mobile Unit,62,248
2939,2025-08-23,Riverside Centre,89,178
2940,2025-07-19,North Hub,56,280
2941,2025-01-10,North Hub,78,234
2942,2025-04-18,Riverside Centre,39,78
2943,2025-04-07,North Hub,52,156
2944,2025-05-08,Mobile Unit,54,108
2945,2025-03-31,East Community Hall,41,82
2946,2025-02-17,East Community Hall,23,69
2947,2025-01-16,North Hub,79,316
2948,2025-04-04,Mobile Unit,34,68
2949,2025-07-10,Riverside Centre,27,108
2950,2025-02-03,North Hub,32,128
2951,2025-06-13,Mobile Unit,17,51
2952,2025-08-29,Mobile Unit,36,108
2953,2025-07-29,Mobile Unit,70,350
2954,2025-04-06,Riverside Centre,52,104
2955,2025-03-20,Mobile Unit,63,252
2956,2025-04-06,Mobile Unit,50,100
2957,2025-07-29,Riverside Centre,39,117
2958,2025-02-21,East Community Hall,36,72
2959,2025-03-10,North Hub,75,150
2960,2025-05-05,East Community Hall,75,150
2961,2025-07-12,Riverside Centre,36,180
2962,2025-05-06,Riverside Centre,26,52
2963,2025-08-12,Riverside Centre,57,114
2964,2025-03-18,East Community Hall,48,144
2965,2025-04-09,East Community Hall,17,51
2966,2025-02-01,Mobile Unit,54,270
2967,2025-06-16,Mobile Unit,33,66
2968,2025-04-02,East Community Hall,55,110
2969,2025-03-26,Mobile Unit,80,400
2970,2025-08-10,East Community Hall,86,258
2971,2025-06-10,Mobile Unit,82,410
2972,2025-06-30,East Community Hall,77,231
2973,2025-01-04,Mobile Unit,20,80
2974,2025-04-27,East Community Hall,66,264
2975,2025-02-07,East Community Hall,39,117
2976,2025-08-21,Riverside Centre,85,425
2977,2025-03-20,North Hub,30,150
2978,2025-06-19,North Hub,18,90
2979,2025-07-29,Riverside Centre,48,192
2980,2025-03-21,Mobile Unit,30,90
2981,2025-01-15,North Hub,52,260
2982,2025-07-12,North Hub,59,295
2983,2025-06-22,North Hub,57,171
2984,2025-06-19,North Hub,84,168
2985,2025-04-08,East Community Hall,43,129
2986,2025-07-11,East Community Hall,32,160
2987,2025-06-17,Mobile Unit,49,196
2988,2025-08-21,East Community Hall,80,240
2989,2025-01-23,North Hub,32,128
2990,2025-08-19,Mobile Unit,50,200
2991,2025-05-19,North Hub,59,118
2992,2025-05-01,North Hub,10,40
2993,2025-03-14,Mobile Unit,23,92
2994,2025-01-09,East Community Hall,63,189
2995,2025-05-06,Mobile Unit,46,92
2996,2025-04-25,Mobile Unit,76,304
2997,2025-03-12,North Hub,69,138
2998,2025-08-17,Riverside Centre,69,345
2999,2025-01-06,Riverside Centre,14,42
