donation_id,donation_date,food_category,source,weight_kg
558,2025-01-28,Canned goods,Local Farm,29.6
559,2025-07-26,Dry goods,Corporate Gift,38.0
560,2025-04-05,Frozen,Local Farm,6.3
561,2025-04-21,Beverages,Community Drive,38.2
562,2025-06-04,Beverages,Community Drive,22.6
563,2025-04-17,Frozen,Individual,15.3
564,2025-08-17,Bakery,Individual,6.8
565,2025-06-24,Fresh produce,Supermarket Co,36.7
566,2025-04-15,Beverages,Community Drive,21.6
567,2025-04-29,Canned goods,Supermarket Co,23.5
568,2025-07-03,Frozen,Local Farm,24.9
569,2025-01-13,Fresh produce,Individual,45.3
570,2025-01-06,Canned goods,Corporate Gift,23.4
571,2025-02-04,Bakery,Corporate Gift,29.6
572,2025-04-26,Dry goods,Individual,22.5
573,2025-07-22,Frozen,Supermarket Co,20.1
574,2025-02-12,Canned goods,Community Drive,12.0
575,2025-07-06,Bakery,Supermarket Co,8.6
576,2025-04-25,Canned goods,Corporate Gift,17.3
577,2025-03-14,Fresh produce,Local Farm,40.2
578,2025-05-25,Beverages,Individual,16.7
579,2025-02-19,Canned goods,Corporate Gift,30.5
580,2025-03-28,Fresh produce,Individual,21.1
581,2025-03-26,Beverages,Corporate Gift,4.4
582,2025-07-09,Fresh produce,Corporate Gift,20.1
583,2025-04-28,Bakery,Individual,15.4
584,2025-04-24,Dairy,Supermarket Co,21.8
585,2025-08-09,Beverages,Individual,38.8
586,2025-01-13,Dairy,Community Drive,5.3
587,2025-01-25,Fresh produce,Corporate Gift,39.0
588,2025-01-18,Bakery,Supermarket Co,46.0
589,2025-02-04,Fresh produce,Supermarket Co,17.4
590,2025-06-27,Fresh produce,Individual,45.5
591,2025-03-17,Frozen,Local Farm,19.8
592,2025-04-27,Canned goods,Individual,16.2
593,2025-01-03,Beverages,Supermarket Co,24.1
594,2025-06-10,Dry goods,Supermarket Co,2.1
595,2025-08-15,Fresh produce,Individual,34.4
596,2025-01-17,Bakery,Local Farm,28.8
597,2025-08-11,Bakery,Community Drive,8.7
598,2025-08-05,Beverages,Community Drive,44.4
599,2025-05-07,Frozen,Supermarket Co,16.6
600,2025-05-13,Canned goods,Local Farm,42.0
601,2025-07-15,Bakery,Community Drive,24.0
602,2025-04-07,Beverages,Corporate Gift,48.5
603,2025-01-15,Bakery,Supermarket Co,35.8
604,2025-07-28,Fresh produce,Community Drive,26.8
605,2025-07-03,Dairy,Corporate Gift,31.6
606,2025-02-04,Bakery,Supermarket Co,26.9
607,2025-08-16,Frozen,Individual,22.2
608,2025-06-10,Bakery,Community Drive,6.1
609,2025-03-09,Beverages,Supermarket Co,16.7
610,2025-04-03,Bakery,Corporate Gift,2.5
611,2025-03-04,Dry goods,Individual,17.4
612,2025-02-15,Dairy,Corporate Gift,39.3
613,2025-03-18,Canned goods,Corporate Gift,36.7
614,2025-07-28,Dairy,Community Drive,21.1
615,2025-05-08,Fresh produce,Local Farm,16.7
616,2025-04-27,Dairy,Corporate Gift,16.2
617,2025-06-07,Bakery,Corporate Gift,23.6
618,2025-08-15,Fresh produce,Corporate Gift,46.6
619,2025-04-27,Dairy,Supermarket Co,24.9
620,2025-02-03,Bakery,Corporate Gift,21.4
621,2025-05-02,Dry goods,Corporate Gift,29.5
622,2025-08-05,Dairy,Community Drive,16.1
623,2025-06-18,Bakery,Community Drive,9.7
624,2025-03-24,Canned goods,Individual,8.4
625,2025-06-23,Dairy,Community Drive,18.4
626,2025-02-04,Fresh produce,Supermarket Co,42.0
627,2025-02-08,Dry goods,Community Drive,39.4
628,2025-09-02,Bakery,Supermarket Co,2.7
629,2025-08-23,Dairy,Supermarket Co,35.8
630,2025-01-07,Frozen,Community Drive,37.4
631,2025-08-21,Bakery,Individual,3.2
632,2025-05-04,Frozen,Individual,48.3
633,2025-02-04,Bakery,Corporate Gift,1.4
634,2025-07-09,Beverages,Individual,48.4
635,2025-06-26,Beverages,Corporate Gift,3.8
636,2025-06-09,Dry goods,Individual,31.9
637,2025-07-31,Beverages,Individual,3.4
638,2025-01-22,Dry goods,Local Farm,1.6
639,2025-05-08,Dairy,Corporate Gift,29.7
640,2025-01-21,Beverages,Community Drive,14.3
641,2025-03-28,Dry goods,Community Drive,23.5
642,2025-04-23,Bakery,Corporate Gift,36.5
643,2025-03-24,Dry goods,Supermarket Co,29.2
644,2025-04-04,Frozen,Supermarket Co,41.1
645,2025-05-27,Dry goods,Community Drive,42.5
646,2025-08-08,Beverages,Local Farm,13.6
647,2025-06-07,Bakery,Local Farm,14.6
648,2025-01-18,Canned goods,Individual,5.0
649,2025-06-05,Frozen,Corporate Gift,40.9
650,2025-06-27,Beverages,Supermarket Co,30.6
651,2025-07-08,Beverages,Local Farm,37.8
652,2025-08-07,Beverages,Supermarket Co,6.3
653,2025-04-04,Beverages,Community Drive,9.1
654,2025-05-05,Frozen,Corporate Gift,39.5
655,2025-09-05,Dry goods,Supermarket Co,3.6
656,2025-07-07,Frozen,Local Farm,45.7
657,2025-01-02,Bakery,Individual,9.1
658,2025-03-12,Dairy,Local Farm,23.3
659,2025-03-23,Dry goods,Community Drive,40.8
660,2025-08-01,Dry goods,Supermarket Co,1.5
661,2025-02-19,Bakery,Corporate Gift,49.7
662,2025-07-03,Frozen,Local Farm,42.0
663,2025-07-05,Frozen,Supermarket Co,46.0
664,2025-04-06,Dairy,Corporate Gift,44.4
665,2025-05-09,Beverages,Supermarket Co,2.2
666,2025-04-02,Dry goods,Individual,45.0
667,2025-02-04,Bakery,Local Farm,46.5
668,2025-01-12,Canned goods,Individual,48.5
669,2025-03-03,Bakery,Local Farm,48.6
670,2025-02-15,Canned goods,Community Drive,34.8
671,2025-05-25,Fresh produce,Corporate Gift,31.4
672,2025-03-19,Fresh produce,Local Farm,11.4
673,2025-08-06,Dairy,Corporate Gift,14.3
674,2025-08-19,Fresh produce,Corporate Gift,23.9
675,2025-07-15,Fresh produce,Community Drive,34.7
676,2025-03-16,Fresh produce,Local Farm,15.1
677,2025-01-29,Canned goods,Supermarket Co,45.7
678,2025-06-16,Dry goods,Supermarket Co,28.5
679,2025-08-01,Dry goods,Corporate Gift,3.0
680,2025-08-02,Frozen,Local Farm,12.8
681,2025-08-24,Dairy,Corporate Gift,17.2
682,2025-05-24,Beverages,Corporate Gift,40.9
683,2025-08-14,Dairy,Local Farm,6.4
684,2025-01-06,Dairy,Corporate Gift,5.5
685,2025-05-07,Bakery,Local Farm,10.8
686,2025-01-08,Dairy,Individual,1.2
687,2025-08-06,Canned goods,Individual,14.4
688,2025-02-11,Dairy,Local Farm,20.5
689,2025-05-20,Dairy,Corporate Gift,2.8
690,2025-05-19,Dry goods,Corporate Gift,17.9
691,2025-05-30,Bakery,Supermarket Co,30.0
692,2025-04-15,Canned goods,Community Drive,38.7
693,2025-01-03,Dairy,Corporate Gift,44.5
694,2025-02-18,Frozen,Individual,49.3
695,2025-06-19,Frozen,Supermarket Co,33.7
696,2025-06-14,Dairy,Local Farm,3.7
697,2025-07-17,Dairy,Local Farm,1.9
698,2025-03-15,Dry goods,Individual,8.9
699,2025-07-22,Fresh produce,Corporate Gift,9.4
700,2025-02-09,Fresh produce,Community Drive,47.7
701,2025-03-20,Dry goods,Supermarket Co,3.8
702,2025-03-15,Bakery,Corporate Gift,31.2
703,2025-07-01,Beverages,Supermarket Co,15.4
704,2025-04-04,Frozen,Individual,49.9
705,2025-07-01,Canned goods,Community Drive,44.9
706,2025-04-02,Canned goods,Supermarket Co,33.1
707,2025-08-10,Beverages,Corporate Gift,15.5
708,2025-01-08,Dairy,Corporate Gift,45.1
709,2025-01-14,Beverages,Local Farm,3.0
710,2025-03-09,Frozen,Supermarket Co,18.8
711,2025-05-14,Dairy,Individual,42.3
712,2025-07-17,Fresh produce,Corporate Gift,9.5
713,2025-06-16,Dry goods,Individual,34.1
714,2025-08-11,Frozen,Community Drive,38.0
715,2025-07-20,Bakery,Supermarket Co,26.9
716,2025-01-04,Dairy,Individual,27.3
717,2025-07-28,Canned goods,Community Drive,44.0
718,2025-06-03,Dry goods,Corporate Gift,13.8
719,2025-09-06,Frozen,Local Farm,9.3
720,2025-07-13,Dairy,Corporate Gift,20.1
721,2025-05-05,Beverages,Supermarket Co,27.4
722,2025-08-08,Frozen,Community Drive,29.2
723,2025-03-01,Bakery,Local Farm,24.5
724,2025-08-19,Beverages,Corporate Gift,38.9
725,2025-01-17,Frozen,Community Drive,11.1
726,2025-05-29,Canned goods,Corporate Gift,32.0
727,2025-07-25,Fresh produce,Supermarket Co,12.5
728,2025-05-20,Dairy,Supermarket Co,12.6
729,2025-08-31,Canned goods,Individual,1.8
730,2025-08-21,Bakery,Community Drive,7.2
731,2025-07-31,Beverages,Community Drive,23.5
732,2025-02-03,Fresh produce,Supermarket Co,43.2
733,2025-09-01,Canned goods,Local Farm,3.3
734,2025-02-17,Dairy,Corporate Gift,2.1
735,2025-04-14,Dairy,Local Farm,33.1
736,2025-07-10,Fresh produce,Local Farm,45.7
737,2025-06-04,Dairy,Individual,47.1
738,2025-04-16,Dairy,Supermarket Co,11.8
739,2025-04-13,Bakery,Corporate Gift,36.7
740,2025-02-23,Canned goods,Supermarket Co,33.0
741,2025-07-23,Frozen,Supermarket Co,4.5
742,2025-03-30,Frozen,Supermarket Co,1.6
743,2025-06-23,Bakery,Supermarket Co,31.1
744,2025-08-06,Dairy,Corporate Gift,46.1
745,2025-08-02,Dry goods,Corporate Gift,16.5
746,2025-07-04,Canned goods,Local Farm,34.3
747,2025-06-07,Beverages,Community Drive,46.4
748,2025-05-05,Fresh produce,Community Drive,36.6
749,2025-07-16,Beverages,Corporate Gift,5.4
750,2025-04-30,Beverages,Community Drive,26.0
751,2025-01-14,Canned goods,Corporate Gift,23.9
752,2025-07-05,Fresh produce,Local Farm,27.5
753,2025-07-11,Frozen,Individual,34.6
754,2025-05-02,Dairy,Corporate Gift,7.9
755,2025-03-05,Canned goods,Community Drive,8.2
756,2025-07-31,Canned goods,Corporate Gift,35.3
757,2025-04-21,Fresh produce,Local Farm,49.4
758,2025-06-02,Canned goods,Supermarket Co,3.1
759,2025-05-30,Dairy,Supermarket Co,49.4
760,2025-05-30,Dairy,Community Drive,26.0
761,2025-04-07,Bakery,Corporate Gift,11.2
762,2025-03-27,Dairy,Individual,15.0
763,2025-01-14,Dry goods,Community Drive,3.9
764,2025-07-12,Frozen,Supermarket Co,5.8
765,2025-06-13,Frozen,Community Drive,36.5
766,2025-06-11,Dairy,Individual,26.1
767,2025-08-29,Dry goods,Individual,14.0
768,2025-03-30,Beverages,Local Farm,43.0
769,2025-03-30,Canned goods,Individual,26.9
770,2025-05-15,Fresh produce,Community Drive,28.6
771,2025-02-07,Dairy,Local Farm,25.1
772,2025-06-12,Fresh produce,Community Drive,29.0
773,2025-01-30,Fresh produce,Local Farm,9.4
774,2025-06-13,Beverages,Individual,6.0
775,2025-06-12,Bakery,Supermarket Co,46.5
776,2025-05-12,Beverages,Community Drive,10.2
777,2025-05-31,Dry goods,Individual,20.4
778,2025-05-02,Dairy,Supermarket Co,42.8
779,2025-05-14,Beverages,Corporate Gift,42.3
780,2025-08-09,Dairy,Corporate Gift,15.3
781,2025-01-13,Canned goods,Individual,27.8
782,2025-04-15,Dry goods,Community Drive,7.8
783,2025-04-13,Dry goods,Individual,21.4
784,2025-05-01,Beverages,Corporate Gift,25.9
785,2025-03-18,Dry goods,Corporate Gift,19.1
786,2025-05-21,Canned goods,Community Drive,39.9
787,2025-01-09,Canned goods,Corporate Gift,44.1
788,2025-04-04,Frozen,Corporate Gift,14.4
789,2025-06-03,Bakery,Supermarket Co,25.8
790,2025-05-15,Canned goods,Local Farm,8.7
791,2025-03-08,Frozen,Supermarket Co,33.1
792,2025-07-06,Dry goods,Individual,25.3
793,2025-05-30,Bakery,Corporate Gift,43.6
794,2025-05-22,Canned goods,Corporate Gift,25.5
795,2025-05-22,Canned goods,Local Farm,48.2
796,2025-06-03,Dairy,Individual,27.2
797,2025-02-13,Fresh produce,Corporate Gift,21.6
798,2025-08-03,Frozen,Community Drive,36.4
799,2025-04-06,Bakery,Community Drive,49.9
800,2025-02-10,Beverages,Local Farm,26.1
801,2025-07-30,Bakery,Corporate Gift,25.2
802,2025-02-08,Frozen,Individual,44.3
803,2025-01-23,Frozen,Individual,33.6
804,2025-04-12,Dairy,Local Farm,7.7
805,2025-05-25,Bakery,Corporate Gift,10.7
806,2025-06-24,Canned goods,Community Drive,1.1
807,2025-08-09,Dry goods,Community Drive,22.8
808,2025-08-04,Canned goods,Corporate Gift,12.6
809,2025-05-23,Dry goods,Supermarket Co,48.1
810,2025-09-05,Dry goods,Supermarket Co,46.3
811,2025-07-03,Frozen,Community Drive,29.7
812,2025-01-25,Bakery,Community Drive,18.5
813,2025-04-22,Dairy,Corporate Gift,22.1
814,2025-03-09,Frozen,Local Farm,43.1
815,2025-03-22,Dry goods,Individual,15.3
816,2025-08-27,Dry goods,Corporate Gift,3.7
817,2025-07-17,Frozen,Local Farm,24.4
818,2025-03-05,Fresh produce,Individual,30.5
819,2025-04-03,Frozen,Supermarket Co,19.5
820,2025-03-09,Frozen,Individual,16.3
821,2025-03-30,Frozen,Local Farm,42.0
822,2025-08-06,Fresh produce,Corporate Gift,47.0
823,2025-09-01,Fresh produce,Community Drive,44.1
824,2025-01-23,Bakery,Individual,45.6
825,2025-03-14,Frozen,Community Drive,24.9
826,2025-06-10,Dairy,Community Drive,41.7
827,2025-01-18,Frozen,Community Drive,42.7
828,2025-08-05,Dairy,Individual,20.3
829,2025-01-12,Frozen,Corporate Gift,41.5
830,2025-08-29,Fresh produce,Supermarket Co,6.9
831,2025-08-26,Frozen,Corporate Gift,28.0
832,2025-02-05,Dairy,Individual,49.9
833,2025-04-04,Dry goods,Individual,42.8
834,2025-01-19,Dairy,Individual,32.8
835,2025-07-05,Beverages,Corporate Gift,27.4
836,2025-06-19,Dry goods,Supermarket Co,29.2
837,2025-03-02,Beverages,Individual,21.3
838,2025-01-18,Fresh produce,Community Drive,29.3
839,2025-01-01,Dairy,Local Farm,37.8
840,2025-03-13,Frozen,Supermarket Co,38.1
841,2025-07-17,Beverages,Local Farm,22.8
842,2025-08-22,Fresh produce,Supermarket Co,22.5
843,2025-04-22,Beverages,Individual,47.8
844,2025-01-19,Beverages,Individual,39.2
845,2025-08-07,Dry goods,Community Drive,35.2
846,2025-06-09,Beverages,Local Farm,19.1
847,2025-08-21,Canned goods,Supermarket Co,4.1
848,2025-03-12,Bakery,Corporate Gift,29.0
849,2025-03-15,Canned goods,Corporate Gift,34.8
850,2025-01-04,Dry goods,Corporate Gift,42.6
851,2025-03-05,Canned goods,Corporate Gift,11.0
852,2025-02-26,Fresh produce,Supermarket Co,30.9
853,2025-05-31,Bakery,Supermarket Co,36.5
854,2025-06-16,Fresh produce,Supermarket Co,5.6
855,2025-08-17,Frozen,Community Drive,34.7
856,2025-07-31,Dairy,Individual,15.5
857,2025-08-31,Fresh produce,Community Drive,24.2
858,2025-01-26,Fresh produce,Community Drive,31.4
859,2025-08-22,Dairy,Corporate Gift,16.5
860,2025-04-05,Frozen,Corporate Gift,38.9
861,2025-04-26,Frozen,Local Farm,26.1
862,2025-02-15,Fresh produce,Individual,3.4
863,2025-01-04,Canned goods,Corporate Gift,46.2
864,2025-04-21,Dairy,Supermarket Co,16.9
865,2025-01-25,Dairy,Local Farm,44.8
866,2025-08-27,Fresh produce,Local Farm,30.6
867,2025-07-24,Beverages,Local Farm,5.5
868,2025-06-21,Dairy,Corporate Gift,46.5
869,2025-03-07,Beverages,Corporate Gift,10.6
870,2025-03-25,Fresh produce,Community Drive,48.6
871,2025-06-05,Canned goods,Individual,38.6
872,2025-03-29,Bakery,Community Drive,31.7
873,2025-04-28,Frozen,Supermarket Co,24.1
874,2025-07-21,Beverages,Supermarket Co,34.1
875,2025-01-07,Dairy,Supermarket Co,38.6
876,2025-07-26,Dairy,Corporate Gift,1.3
877,2025-08-23,Canned goods,Local Farm,32.4
878,2025-04-30,Canned goods,Local Farm,27.5
879,2025-02-03,Dairy,Local Farm,20.1
880,2025-07-30,Dry goods,Supermarket Co,32.8
881,2025-04-06,Frozen,Community Drive,18.9
882,2025-03-24,Fresh produce,Corporate Gift,21.8
883,2025-06-22,Fresh produce,Corporate Gift,42.6
884,2025-01-07,Fresh produce,Individual,7.6
885,2025-04-20,Beverages,Supermarket Co,31.2
886,2025-08-20,Frozen,Corporate Gift,4.0
887,2025-03-08,Canned goods,Individual,21.3
888,2025-05-04,Dairy,Corporate Gift,33.0
889,2025-05-08,Beverages,Community Drive,21.2
890,2025-08-25,Dry goods,Corporate Gift,10.8
891,2025-03-22,Dairy,Supermarket Co,4.4
892,2025-06-22,Canned goods,Local Farm,46.8
893,2025-08-18,Beverages,Supermarket Co,39.2
894,2025-05-23,Beverages,Individual,27.3
895,2025-01-15,Fresh produce,Community Drive,22.0
896,2025-04-07,Dairy,Individual,44.1
897,2025-04-03,Dairy,Corporate Gift,13.6
898,2025-07-11,Bakery,Corporate Gift,27.3
899,2025-06-30,Fresh produce,Supermarket Co,25.8
900,2025-08-24,Fresh produce,Supermarket Co,14.0
901,2025-01-30,Frozen,Community Drive,15.2
902,2025-02-20,Dry goods,Corporate Gift,17.4
903,2025-02-23,Frozen,Corporate Gift,48.4
904,2025-01-25,Bakery,Local Farm,14.1
905,2025-07-30,Canned goods,Corporate Gift,46.9
906,2025-08-29,Canned goods,Individual,27.0
907,2025-07-13,Bakery,Corporate Gift,40.4
908,2025-04-05,Dry goods,Supermarket Co,38.8
909,2025-04-16,Beverages,Individual,25.7
910,2025-02-12,Canned goods,Corporate Gift,17.4
911,2025-01-20,Dairy,Local Farm,2.3
912,2025-09-03,Dry goods,Individual,18.7
913,2025-04-06,Frozen,Individual,43.4
914,2025-01-29,Dry goods,Community Drive,48.5
915,2025-07-09,Dairy,Corporate Gift,13.4
916,2025-01-31,Canned goods,Local Farm,18.4
917,2025-04-17,Bakery,Local Farm,30.2
918,2025-05-07,Canned goods,Individual,7.5
919,2025-06-23,Bakery,Local Farm,30.7
920,2025-04-10,Fresh produce,Individual,11.8
921,2025-01-31,Dry goods,Community Drive,47.3
922,2025-06-23,Frozen,Corporate Gift,41.6
923,2025-05-24,Frozen,Corporate Gift,5.0
924,2025-08-06,Dry goods,Corporate Gift,24.6
925,2025-08-05,Fresh produce,Corporate Gift,44.9
926,2025-04-07,Fresh produce,Individual,43.8
927,2025-07-03,Bakery,Supermarket Co,13.8
928,2025-04-16,Dry goods,Supermarket Co,34.0
929,2025-07-10,Canned goods,Individual,49.1
930,2025-07-18,Dairy,Supermarket Co,49.6
931,2025-03-05,Dairy,Community Drive,47.4
932,2025-07-02,Canned goods,Individual,4.0
933,2025-06-07,Dairy,Local Farm,46.5
934,2025-01-16,Frozen,Community Drive,17.5
935,2025-02-05,Canned goods,Individual,4.7
936,2025-08-07,Beverages,Corporate Gift,17.3
937,2025-07-15,Dairy,Supermarket Co,46.4
938,2025-07-01,Dry goods,Supermarket Co,1.4
939,2025-06-28,Dairy,Local Farm,22.3
940,2025-04-01,Fresh produce,Supermarket Co,9.3
941,2025-06-17,Frozen,Corporate Gift,1.4
942,2025-06-04,Dairy,Local Farm,42.1
943,2025-03-29,Dry goods,Community Drive,12.9
944,2025-07-17,Canned goods,Local Farm,31.6
945,2025-06-22,Fresh produce,Corporate Gift,2.5
946,2025-05-05,Fresh produce,Community Drive,31.4
947,2025-01-29,Canned goods,Community Drive,29.6
948,2025-06-05,Dairy,Community Drive,3.8
949,2025-01-05,Fresh produce,Individual,46.5
950,2025-03-08,Dry goods,Corporate Gift,37.1
951,2025-05-16,Dry goods,Community Drive,36.9
952,2025-08-07,Beverages,Corporate Gift,6.2
953,2025-08-02,Beverages,Supermarket Co,45.2
954,2025-05-30,Dry goods,Supermarket Co,9.0
955,2025-09-06,Bakery,Local Farm,6.6
956,2025-03-29,Dry goods,Local Farm,30.3
957,2025-06-13,Dairy,Corporate Gift,28.3
958,2025-04-07,Dry goods,Corporate Gift,18.4
959,2025-07-27,Dairy,Corporate Gift,11.1
960,2025-07-25,Bakery,Individual,45.2
961,2025-05-07,Canned goods,Supermarket Co,43.1
962,2025-04-05,Fresh produce,Individual,30.0
963,2025-02-22,Bakery,Community Drive,34.9
964,2025-04-22,Frozen,Community Drive,45.0
965,2025-06-12,Canned goods,Corporate Gift,38.2
966,2025-07-24,Beverages,Community Drive,16.5
967,2025-04-14,Frozen,Supermarket Co,19.0
968,2025-07-16,Bakery,Corporate Gift,16.2
969,2025-05-15,Fresh produce,Community Drive,31.9
970,2025-07-15,Canned goods,Corporate Gift,7.9
971,2025-03-12,Canned goods,Individual,4.6
972,2025-08-15,Beverages,Supermarket Co,4.6
973,2025-03-26,Beverages,Supermarket Co,25.9
974,2025-01-15,Frozen,Corporate Gift,35.0
975,2025-01-26,Fresh produce,Local Farm,49.9
976,2025-03-30,Canned goods,Local Farm,48.8
977,2025-07-05,Canned goods,Supermarket Co,11.1
978,2025-04-02,Fresh produce,Individual,1.7
979,2025-06-19,Beverages,Local Farm,15.1
980,2025-01-16,Bakery,Individual,31.1
981,2025-05-20,Beverages,Community Drive,14.3
982,2025-05-15,Fresh produce,Individual,5.1
983,2025-03-22,Beverages,Local Farm,22.1
984,2025-03-09,Bakery,Corporate Gift,33.4
985,2025-06-16,Canned goods,Community Drive,26.6
986,2025-06-27,Canned goods,Corporate Gift,25.7
987,2025-06-01,Fresh produce,Community Drive,35.3
988,2025-08-21,Dairy,Local Farm,5.8
989,2025-09-04,Canned goods,Supermarket Co,7.6
990,2025-01-01,Fresh produce,Corporate Gift,3.4
991,2025-05-22,Fresh produce,Community Drive,2.4
992,2025-02-16,Fresh produce,Supermarket Co,3.9
993,2025-04-06,Fresh produce,Corporate Gift,15.3
994,2025-05-26,Dry goods,Supermarket Co,36.4
995,2025-04-09,Canned goods,Individual,33.0
996,2025-05-30,Dairy,Community Drive,5.7
997,2025-04-14,Dairy,Local Farm,3.6
998,2025-06-03,Frozen,Local Farm,28.9
999,2025-01-25,Beverages,Supermarket Co,43.8
1000,2025-02-07,Fresh produce,Local Farm,19.5
1001,2025-08-09,Bakery,Individual,10.0
1002,2025-08-11,Canned goods,Corporate Gift,40.5
1003,2025-06-01,Fresh produce,Local Farm,25.7
1004,2025-06-29,Bakery,Individual,43.7
1005,2025-06-16,Bakery,Supermarket Co,7.2
1006,2025-05-07,Dairy,Supermarket Co,2.0
1007,2025-01-20,Canned goods,Local Farm,6.5
1008,2025-07-07,Dry goods,Community Drive,4.8
1009,2025-07-14,Canned goods,Community Drive,18.9
1010,2025-07-01,Canned goods,Corporate Gift,21.1
1011,2025-06-26,Dry goods,Corporate Gift,9.9
1012,2025-05-11,Beverages,Supermarket Co,37.6
1013,2025-03-06,Dry goods,Corporate Gift,39.7
1014,2025-07-10,Dry goods,Local Farm,46.8
1015,2025-09-04,Bakery,Individual,9.6
1016,2025-05-04,Frozen,Local Farm,22.7
1017,2025-02-23,Frozen,Local Farm,45.1
1018,2025-03-11,Beverages,Corporate Gift,43.0
1019,2025-01-30,Bakery,Local Farm,27.3
